iter	RMSE
0	0.02929586508
1	0.02846732525
2	0.02757356804
3	0.02672483998
4	0.02589235296
5	0.02508592717
6	0.02437908304
7	0.02372852321
8	0.02300536838
9	0.02242121841
10	0.02179326743
11	0.02123318908
12	0.02074434516
13	0.02026102874
14	0.01979126135
15	0.01934239166
16	0.01888970192
17	0.01851917558
18	0.01808163636
19	0.01766633541
20	0.01733982559
21	0.01693368537
22	0.01658691542
23	0.01625195533
24	0.01594232285
25	0.01560628278
26	0.01528209159
27	0.01497151549
28	0.01473034996
29	0.01447598378
30	0.01426337958
31	0.01403736369
32	0.01384460827
33	0.01365067986
34	0.01343967281
35	0.01326021172
36	0.01306834441
37	0.01288623365
38	0.01271588951
39	0.01256358487
40	0.01241073925
41	0.01228475044
42	0.01214414145
43	0.01201068224
44	0.01190684869
45	0.01179667833
46	0.0116675969
47	0.01156181002
48	0.01144035906
49	0.01133491069
50	0.01124256946
51	0.01115565064
52	0.01107842254
53	0.01099093162
54	0.0109010101
55	0.01082848944
56	0.01074091752
57	0.01067101985
58	0.01058371319
59	0.01050334027
60	0.01043299671
61	0.01037313606
62	0.01030431111
63	0.0102387811
64	0.01018384902
65	0.01013460853
66	0.0100826327
67	0.01002310111
68	0.009975871027
69	0.009936579918
70	0.009879564747
71	0.009839397542
72	0.00977432855
73	0.009726845964
74	0.009683363397
75	0.009651565028
76	0.009609403329
77	0.009561021675
78	0.009508881359
79	0.009459675658
80	0.009412665437
81	0.009373237005
82	0.009336156417
83	0.009282257319
84	0.009251108333
85	0.009216395287
86	0.0091684644
87	0.009136956927
88	0.00907460921
89	0.009048500907
90	0.009002200829
91	0.008971460631
92	0.008936986751
93	0.008911162197
94	0.00889699698
95	0.008874275377
96	0.008859940477
97	0.008842544128
98	0.008812539916
99	0.008785681378
100	0.008759216977
101	0.008740294027
102	0.008715890012
103	0.008685500883
104	0.008664019894
105	0.008638501583
106	0.008601947292
107	0.008578473406
108	0.008552952071
109	0.008526263007
110	0.008497557655
111	0.008482326853
112	0.008463730445
113	0.008437645429
114	0.008415566455
115	0.00839462541
116	0.008373180904
117	0.008352188207
118	0.008324980125
119	0.008307226179
120	0.008289516609
121	0.008266576056
122	0.008245039543
123	0.008222332888
124	0.00820740828
125	0.008191375267
126	0.008173143806
127	0.008152673136
128	0.00812941453
129	0.008111709426
130	0.00808648668
131	0.008075407986
132	0.008056425526
133	0.008031579614
134	0.008009695435
135	0.007995022213
136	0.007975612271
137	0.007957435514
138	0.007943536698
139	0.007926936906
140	0.007909865695
141	0.007894566765
142	0.007875940337
143	0.007862201957
144	0.007846092221
145	0.007828378355
146	0.007813216765
147	0.007800217212
148	0.007786065824
149	0.007765024063
150	0.007751539772
151	0.00774496094
152	0.007726258909
153	0.007709595055
154	0.00769596289
155	0.007686597297
156	0.007673196495
157	0.007660225167
158	0.007650830974
159	0.007641780528
160	0.007626657273
161	0.007612547324
162	0.007598594729
163	0.00758426366
164	0.007569369086
165	0.007560556897
166	0.007545951741
167	0.007534655426
168	0.007523301244
169	0.007510362376
170	0.007493304453
171	0.007477870753
172	0.007461334696
173	0.007453139287
174	0.007443184351
175	0.007427927031
176	0.007412277822
177	0.007400966156
178	0.007382180619
179	0.007376205164
180	0.007362406204
181	0.007348251856
182	0.007337442006
183	0.007325324816
184	0.007309095923
185	0.007301809326
186	0.007281997626
187	0.007275501314
188	0.007258596141
189	0.007244971319
190	0.007231972375
191	0.007215125423
192	0.007196726973
193	0.007183758282
194	0.007171519289
195	0.00715308343
196	0.007144440019
197	0.007135830327
198	0.007121725528
199	0.007104605559
200	0.007094094613
201	0.007079230217
202	0.007070723719
203	0.007061870606
204	0.007050855217
205	0.007034947219
206	0.007028903959
207	0.007018328484
208	0.007001849686
209	0.006994136739
210	0.006980894487
211	0.006971192685
212	0.006958217226
213	0.006952343746
214	0.006941765148
215	0.006937156485
216	0.006926263727
217	0.006910208591
218	0.006899230096
219	0.006888456691
220	0.006883129262
221	0.006873736561
222	0.006864945928
223	0.006861144241
224	0.00685052672
225	0.006844761975
226	0.0068337026
227	0.006822508164
228	0.006807812908
229	0.006795104509
230	0.00679215011
231	0.006783064362
232	0.006780210899
233	0.006777463689
234	0.006760656502
235	0.006749616522
236	0.006739506912
237	0.006730654308
238	0.006720808751
239	0.006708763623
240	0.006696906603
241	0.006684820602
242	0.006675548857
243	0.006663985421
244	0.006653806145
245	0.006643091159
246	0.006631051688
247	0.006620421699
248	0.006608700526
249	0.006601200575
250	0.006591298948
251	0.006581632474
252	0.006569752018
253	0.006565556546
254	0.006553945266
255	0.006547742529
256	0.006540609583
257	0.006535513243
258	0.006527013682
259	0.006517981036
260	0.006513173089
261	0.006501556139
262	0.006488604878
263	0.006484876752
264	0.006479740732
265	0.00647624116
266	0.006469153575
267	0.006456462824
268	0.006448556633
269	0.0064403555
270	0.006437769389
271	0.006426711323
272	0.006423340089
273	0.00641652468
274	0.006414238405
275	0.006405524073
276	0.006401384049
277	0.00639434505
278	0.006384243514
279	0.006378590771
280	0.00637041705
281	0.006360640923
282	0.006351677772
283	0.006349018022
284	0.006338770946
285	0.00632548811
286	0.006316492096
287	0.006314010051
288	0.00631198522
289	0.006303423846
290	0.006294472717
291	0.006284230146
292	0.006275815395
293	0.006267254258
294	0.006260758062
295	0.00625908459
296	0.006253407111
297	0.006249245037
298	0.006245102343
299	0.006233378909
300	0.006226952669
301	0.006217186856
302	0.006214369103
303	0.006206104513
304	0.006195815931
305	0.006189090023
306	0.006183542889
307	0.006178410787
308	0.006169939956
309	0.006161718366
310	0.006159025233
311	0.006149620016
312	0.006147227697
313	0.006137337056
314	0.006135171081
315	0.006126573537
316	0.006117563303
317	0.006115332201
318	0.006111855038
319	0.006104073829
320	0.006097120303
321	0.006088988492
322	0.006086236138
323	0.006076997951
324	0.006069023552
325	0.006061312746
326	0.006059869977
327	0.006058103274
328	0.006056154079
329	0.00604917308
330	0.006036207791
331	0.006030946772
332	0.006025258255
333	0.006018615435
334	0.006011479511
335	0.006002816615
336	0.005997061381
337	0.005989839993
338	0.005981346303
339	0.005973856663
340	0.005966970021
341	0.005964912985
342	0.005956062155
343	0.005946720746
344	0.005944951562
345	0.005937484017
346	0.005933131325
347	0.00592454612
348	0.005917225702
349	0.005911522142
350	0.005908196833
351	0.005902658491
352	0.005899755312
353	0.005897389951
354	0.005895932928
355	0.005888764545
356	0.00587965681
357	0.005875356197
358	0.005869186067
359	0.005867209054
360	0.005860577786
361	0.005858301976
