iter	RMSE
362	0.005855577958
363	0.005847026385
364	0.005844392456
365	0.005835944804
366	0.005829469611
367	0.005825896135
368	0.005816719932
369	0.005814601135
370	0.005807121124
371	0.005795150569
372	0.005793535759
373	0.005792174791
374	0.005790362119
375	0.005781974189
376	0.005777867126
377	0.005776368779
378	0.005774031652
379	0.005772751386
380	0.005765595019
381	0.005759294105
382	0.005757696913
383	0.005749975768
384	0.005744153968
385	0.005736029295
386	0.005728828151
387	0.005723093655
388	0.005715768777
389	0.00570751786
390	0.005701215164
391	0.005692534127
392	0.005689959385
393	0.005683088222
394	0.005680911226
395	0.005674581337
396	0.005662720444
397	0.005657028123
398	0.005655795782
399	0.005650612809
400	0.005649151376
401	0.005648107656
402	0.005647095042
403	0.00563483918
404	0.005633234577
405	0.005626081845
406	0.00562111185
407	0.005619030455
408	0.005616968711
409	0.005610249296
410	0.005602172302
411	0.005594082107
412	0.005590185775
413	0.005588132133
414	0.005580503132
415	0.005575325354
416	0.005568735202
417	0.005562936586
418	0.005557033691
419	0.005553508516
420	0.005546599261
421	0.005539917466
422	0.005537896181
423	0.005533855543
424	0.005531794459
425	0.005522447663
426	0.005514116607
427	0.005512181907
428	0.00551030164
429	0.0055092494
430	0.005504161809
431	0.005498695403
432	0.005489379296
433	0.005487292114
434	0.005483476663
435	0.005482401658
436	0.0054814418
437	0.005479429538
438	0.005473157033
439	0.005465403759
440	0.00546149735
441	0.005451775164
442	0.005442306163
443	0.00543488148
444	0.005425717843
445	0.005418935016
446	0.005415104926
447	0.005411211082
448	0.005408808924
449	0.005402913548
450	0.005391407007
451	0.005388412285
452	0.005383391818
453	0.00537672715
454	0.005369625629
455	0.005367777506
456	0.005366892485
457	0.005357684039
458	0.00535294178
459	0.005347717168
460	0.005341660677
461	0.005333727933
462	0.005327416368
463	0.005317810929
464	0.005311843299
465	0.005310998138
466	0.005306140977
467	0.005300557949
468	0.005297013197
469	0.005291597021
470	0.005285963965
471	0.005284083667
472	0.005279156101
473	0.005278187056
474	0.005272151239
475	0.005261775524
476	0.005258326287
477	0.005249299631
478	0.005242804362
479	0.005237436351
480	0.005233902425
481	0.005228175224
482	0.005225401461
483	0.00521581291
484	0.005213599578
485	0.005209264506
486	0.005199677635
487	0.005198536839
488	0.005192751402
489	0.005191767215
490	0.00519001182
491	0.005183339231
492	0.005181631315
493	0.005175137921
494	0.005173553153
495	0.005172669564
496	0.005166655627
497	0.005165892271
498	0.005162920189
499	0.005158220033
500	0.005154078188
501	0.005145400322
502	0.005142018057
503	0.005136585575
504	0.005135231304
505	0.005131976932
506	0.005124632948
507	0.005117557251
508	0.005111161142
509	0.005106499775
510	0.005098595248
511	0.00509391761
512	0.0050885794
513	0.005081892791
514	0.005079587659
515	0.005078471901
516	0.005075511682
517	0.005074705574
518	0.005067991306
519	0.005065437669
520	0.005062985438
521	0.005057082737
522	0.005054365938
523	0.005046602244
524	0.005045695245
525	0.00504087885
526	0.005039288659
527	0.005034731059
528	0.005030143146
529	0.00502863546
530	0.005021836371
531	0.005016183988
532	0.005013927652
533	0.005006377603
534	0.005000608678
535	0.004999908437
536	0.00499178695
537	0.004985617955
538	0.004980223314
539	0.004975666863
540	0.004974796951
541	0.004966584804
542	0.004960871742
543	0.00495709483
544	0.004953317334
545	0.004947403976
546	0.004944038433
547	0.004942553464
548	0.004941928608
549	0.004937597997
550	0.004929967772
551	0.004929194278
552	0.004925591272
553	0.004921076995
554	0.004917177646
555	0.004912256889
556	0.004908253787
557	0.004901027716
558	0.004895983547
559	0.004888915749
560	0.00488587457
561	0.004881669345
562	0.004880266764
563	0.004875037869
564	0.004869429038
565	0.004862318533
566	0.004856900758
567	0.004855501395
568	0.004850397991
569	0.004848783019
570	0.004845448753
571	0.004844621414
572	0.004838994691
573	0.004837632725
574	0.004836262379
575	0.004829626523
576	0.004823135657
577	0.004818726733
578	0.004814391441
579	0.004808365443
580	0.004801207743
581	0.004799071799
582	0.004795446334
583	0.004794900794
584	0.004790027744
585	0.004786325003
586	0.004785242955
587	0.004778403728
588	0.004775171896
589	0.004773719337
590	0.004769189475
591	0.00476867173
592	0.004761423424
593	0.004760924799
594	0.004758348137
595	0.004753139032
596	0.004749149142
597	0.004748667474
598	0.004745615733
599	0.004739991145
600	0.004734364715
601	0.004728385164
602	0.004723578135
603	0.004722232475
604	0.0047166839
605	0.004713480778
606	0.004710272423
607	0.004705708559
608	0.004699501103
609	0.004696875219
610	0.004691186271
611	0.004686020627
612	0.004682140161
613	0.004674637748
614	0.004670247679
615	0.004667492963
616	0.004661432558
617	0.004655192959
618	0.004651621623
619	0.004650813397
620	0.00464946948
621	0.004646206662
622	0.004640966767
623	0.004637055593
624	0.004636586344
625	0.004631397339
626	0.0046281657
627	0.004624325387
628	0.004619853669
629	0.004619000159
630	0.004615456161
631	0.004605717916
632	0.004605263892
633	0.004601330663
634	0.004595184776
635	0.004593885024
636	0.004587936526
637	0.004582085623
638	0.004579354137
639	0.00457705613
640	0.004571897736
641	0.004565980466
642	0.004564808336
643	0.004559730782
644	0.004552340393
645	0.004549015524
646	0.004546042558
647	0.004542282283
648	0.004539538439
649	0.004538995389
650	0.004537293063
651	0.004534329064
652	0.004524780773
653	0.004523080764
654	0.004521514883
655	0.004517748761
656	0.004516960053
657	0.00451642059
658	0.004514974329
659	0.004510634166
660	0.00450814371
661	0.004507567825
662	0.004501797858
663	0.00449443365
664	0.00449190744
665	0.004490863778
666	0.004489518556
667	0.004485406236
668	0.00448020459
669	0.004475182083
670	0.004471684913
671	0.004469558013
672	0.004465516175
673	0.00445984653
674	0.00445596083
675	0.004454563811
676	0.004447283477
677	0.00444081183
678	0.004440362555
679	0.004438046391
680	0.00443359613
681	0.004428712252
682	0.004424052414
683	0.004419476138
684	0.004416683668
685	0.004412373732
686	0.00441166786
687	0.004406526778
688	0.0044060537
689	0.00440566235
690	0.004405248206
691	0.004401798864
692	0.004401276404
693	0.004399642985
694	0.004394448951
695	0.004390765992
696	0.004387447669
697	0.004385988644
698	0.004383358963
699	0.004378910374
700	0.004378476657
701	0.004370498738
702	0.004370082209
703	0.004369620449
704	0.004365948618
705	0.004364983025
706	0.004364347549
707	0.004358597928
708	0.004353216799
709	0.004348039644
710	0.004341094179
711	0.004335382458
712	0.004333220987
713	0.004325939243
714	0.004322566258
715	0.004322062018
716	0.004321363769
717	0.004318862345
718	0.004315016188
719	0.004307491417
720	0.004304655822
721	0.004300868856
722	0.004300481249
723	0.004299307198
724	0.004296396455
725	0.004291468829
726	0.004287094737
727	0.00428119829
728	0.004280808692
729	0.004280373253
730	0.004274882728
731	0.004274564935
732	0.004268237854
733	0.00426213387
734	0.004259268702
735	0.004255082603
736	0.004250125114
737	0.004246527721
738	0.004241881569
739	0.004236399671
740	0.004229636019
741	0.004227383656
742	0.004224375711
743	0.004221477308
744	0.004218053636
745	0.004212243991
746	0.004211235588
747	0.004206968821
748	0.004201743576
749	0.004200301251
750	0.004196150857
751	0.004190422925
752	0.004188497282
753	0.004183859321
754	0.004180194298
755	0.004179808449
756	0.004175764832
757	0.004169426353
758	0.004167583251
759	0.004167211275
760	0.00416240325
761	0.004157331883
762	0.00415583746
763	0.004152610502
764	0.004149190916
765	0.004143552713
766	0.004139085337
767	0.004136517027
768	0.004133586831
769	0.004131776536
770	0.004128034088
771	0.004125394838
772	0.004121715765
773	0.004119027277
774	0.004116325848
775	0.004114061764
776	0.004112274356
777	0.004110535454
778	0.004109823713
779	0.004102708226
780	0.004099230887
781	0.004095134236
782	0.0040925339
783	0.004090854862
784	0.004086546945
785	0.004083325315
786	0.004079015505
787	0.004078266599
788	0.004073812432
789	0.004070023047
790	0.004068319826
791	0.004064083414
792	0.004059445086
793	0.004055307958
794	0.004047671827
795	0.004044401713
796	0.00404200906
797	0.004041333367
798	0.004038660108
799	0.004035891203
800	0.004032498383
801	0.004032132849
802	0.004029112717
803	0.004025023213
804	0.004022401375
805	0.004018313896
806	0.004016062146
807	0.004012408852
808	0.004007751885
809	0.004005019363
810	0.004004473243
811	0.004003564024
812	0.004001519173
813	0.004001096313
814	0.003996764799
815	0.003994109511
816	0.003993708012
817	0.003990900243
818	0.003989067138
819	0.003987480587
820	0.003980827027
821	0.003978681189
822	0.003974249984
823	0.00397018102
824	0.003965746735
825	0.003961346
826	0.003957853038
827	0.003954494912
828	0.003950848777
829	0.003947885938
830	0.003944347054
831	0.003941947257
832	0.003938719354
833	0.003934073374
834	0.003931289994
835	0.003930899372
836	0.003927163439
837	0.003920462231
838	0.003918477857
839	0.003915530404
840	0.003912369812
841	0.003909493705
842	0.003906293509
843	0.003904309924
844	0.003900455561
845	0.003898339316
846	0.003896022023
847	0.003895697522
848	0.003892389974
849	0.003886769786
850	0.003884165604
851	0.003880313235
852	0.003876332181
853	0.003873957482
854	0.003870569208
855	0.003866840273
856	0.00386387642
857	0.003857506567
858	0.003851241473
859	0.003847002818
860	0.003842891398
861	0.003836704496
862	0.003833861401
863	0.003831975716
864	0.003830858085
865	0.003830585066
866	0.003830267661
867	0.003824818579
868	0.00382171693
869	0.003817735284
870	0.003814044035
871	0.003809743681
872	0.003806806729
873	0.003804337344
874	0.003802282449
875	0.003802039046
876	0.003796410305
877	0.003792356996
878	0.003790545415
879	0.003787532602
880	0.00378438844
881	0.003784093993
882	0.003781420909
883	0.003779321943
884	0.003776887308
885	0.003773006619
886	0.003770198603
887	0.003766993315
888	0.003763988193
889	0.00375971145
890	0.003759286856
891	0.003755189458
892	0.003753017311
893	0.003750722514
894	0.003746137093
895	0.003744385789
896	0.003742590612
897	0.003739609495
898	0.003737166954
899	0.003734364274
900	0.003732817011
901	0.003732460648
902	0.003727080883
903	0.003724468851
904	0.003718618857
905	0.00371604661
906	0.003713268194
907	0.003712964934
908	0.003709221716
909	0.003706418212
910	0.003702317255
911	0.003700869445
912	0.003698857475
913	0.003695193398
914	0.003693063743
915	0.00369022396
916	0.003685443143
917	0.003679883042
918	0.003679610084
919	0.003677997925
920	0.003675081651
921	0.003674492702
922	0.003672745693
923	0.00367022356
924	0.003666889779
925	0.003663716653
926	0.003661410156
927	0.003659678228
928	0.003657408546
929	0.00365547392
930	0.003649571005
931	0.003646724656
932	0.003642355711
933	0.003642041981
934	0.003636477354
935	0.00363568497
936	0.003635445772
937	0.003635217348
938	0.00363187471
939	0.003628916993
940	0.003623737478
941	0.003620801324
942	0.003617631723
943	0.00361500539
944	0.003609443564
945	0.003606769124
946	0.003604417315
947	0.003598855646
948	0.003594628496
949	0.003592367118
950	0.003589718691
951	0.003588230321
952	0.003585752421
953	0.003584478362
954	0.003583169469
955	0.003582937673
956	0.003580716912
957	0.003580462268
958	0.003578091328
959	0.003574450371
960	0.003572674228
961	0.003571142169
962	0.003570759157
963	0.003568042329
964	0.00356780065
965	0.003566233397
966	0.003562328358
967	0.003560774385
968	0.003559718727
969	0.003558212736
970	0.003555922372
971	0.003553039155
972	0.003551183471
973	0.00354644978
974	0.003543737693
975	0.003539435491
976	0.003539222815
977	0.003533704946
978	0.003529196445
979	0.003527836339
980	0.003525997829
981	0.003525599183
982	0.003523181223
983	0.003519683083
984	0.003518017105
985	0.003516450874
986	0.003514183105
987	0.003513020737
988	0.003509153996
989	0.003506640728
990	0.003502946249
991	0.003502235303
992	0.003498902323
993	0.003495157434
994	0.003492908643
995	0.003489846104
996	0.003487817195
997	0.003484500367
998	0.003481033203
999	0.003479023458
